名称,年代,规格,简介,图片url
-【明】蓝瑛《松岩观瀑图轴》-,明,内纵158.7厘米、横65厘米,蓝瑛（1585－1664年，一作1585－1666年），字田叔，号蝶叟，晚号石头陀、山公、万篆阿主者、西湖研民。浙江杭州人。是浙派后期代表画家之一。工书善画，长于山水、花鸟、梅竹，尤以山水著名。其山水法宗宋元，又能自成一家。其子蓝孟，孙蓝涛、蓝青均善绘画，能承家法，在当时颇有声誉。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308133237G3boGo.jpg
-【明】张瑞图《行草五律诗轴》-,明,内纵 170.2 厘米 横 47 厘米,张瑞图（1570 — 1644 年)，字长公，号二水，又号白毫庵主，晚称果亭山人，福建晋江人。万历三十五年(1607年)进士，官至大学士，善画山水，尤工书，与邢侗、米万钟、董其昌并称“明四家”。草书气魄宏大，笔势维伟。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309141559Br09V7.jpg
-【明】文震孟《行书登麻姑山诗轴》-,明,内纵 197.8 厘米 横 42.2 厘米,文震孟（1574 － 1636年)，字文起，别号湛持，长洲(今江苏苏州)人。文徵明曾孙。年五十始中进士。性情刚正，誉满朝野。书法能袭家学，尤善古隶，书述遍天下，—时碑版署额可与文徵明相论。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309142108RbMeNE.jpg
-【明】钱穀《临流独坐图扇页》-,明,内高15.7厘米、宽47.1厘米,钱穀（1508 －1578年），字叔宝，号罄室、句吴逸民，自号罄室子，长洲（今江苏苏州）人。文徵明入室弟子。画名甚著，书、诗、文俱精妙。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308112234LtdAsI.jpg
-【明末清初】王时敏《秋山晓霁图轴》-,明末清初,内纵 172.2 厘米 橫 82.8 厘米,王时敏（1592- 1680年)，字逊之，号烟客，又号西庐老人，江苏太仓人。与王鉴、王翚、王原祁合称“四王”，偕吴历、恽寿平合称“清六家”。工诗文，善书，尤善画山水，著有《王烟客集》。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308141050b37ngT.jpg
- 【清】任薰《花鸟册》(节选）-,清,内纵 26.8厘米 横35.8厘米,"任薰（1835 - 1893年)，字舜琴，又字阜长，浙江萧山人。其父任椿、兄任熊都是画家。任薰自幼受父兄影响，喜爱绘画。少丧父,从兄学画,青年时在宁波卖画为生,1868年与任颐去苏州，后寓居苏州、上海。人物与其兄同师陈洪绶，常用高古游丝、铁线、行云流水、兰叶几种描法。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309110751locGtr.jpg
-【明末清初】王翚《山水册》-,明末清初,内纵 30 厘米 横 22.4 厘米,"王翚（1632－1717年)，字石谷，号鸟目山人、耕烟散人，江苏常熟人。王时敏、王鉴弟子。善画山水,曾奉召主绘《南巡图》而颇受康熙帝赏识。其弟子有杨晋、顾昉、蔡嘉、上睿等，世称“虞山派”。其中一开有自署“丙寅（1686年）”者，王翚时年五十五岁。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308144138Gn2rfU.jpg
-【明末清初】归庄 《行草七言诗轴》-,明末清初,内纵 64.7 厘米 横 140 厘米,"归庄（1613 － 1673 年)，字玄恭，号恒轩。入清后，更名祚明。善画竹,亦工诗、行草书。作品有《竹石图轴》等。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309143608aMLFhd.jpg
-【清】沈曾植 《行书七绝》-,清,内纵 104.2 厘米 横 35.7 厘米,沈曾植（1850 － 1922年，一作 1852 - 1922年)，字子培，号乙盦，晚号寐叟，浙江嘉兴人。光绪六年（1880年）进士，官至安徽布政使。中年学钟繇，后来穷魏碑，极章草，终使“抑扬尽致，委曲得宜”，进入了碑帖融合的独有理想境界，创造了奇峭博丽的沉体书法。曾熙曾经评价沈曾植的书法:“工处在拙，妙处在生，胜处在不稳。”,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309150448nwUJzl.jpg
-【清】张照 《临朱子行书轴》-,清,内纵 89.6 厘米 横 39.4 厘米,"张照（1691 - 1745 年)，字得天，号泾南、天瓶居士，上海松江人。乾隆时的大书法家，常为乾隆皇帝代笔。擅长行、楷书，是书“馆阁体”的能手。康熙四十八年（1709 年）进士，官至刑部尚书,谥文敏。性地高明,深通释典,诗多禅语。书法初从董其昌入手，继乃出入颜、米，天骨开张，气魄浑厚。兼能画兰,间写墨梅,疏花细蕊,极其秀雅。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309144429VFscAg.jpg
-【明】周天球《兰花图金面扇页》-,明,内纵17.3厘米、横51.4厘米,周天球（1514－1595年），字公瑕，号幼海，一作幻海，又号六止生、六止居士、群玉山人、群玉山樵，长洲（今江苏苏州）人。少年时于文徵明门下学习书法，博学多识，以诗文、书画名世。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308112548WWMknr.jpg
-【明】陈洪绶《扑蝶图扇页》-,明,内纵 52厘米横17.1 厘米,陈洪绶（1598 - 1652 年)，字章侯，号老莲，浙江诸暨人。书法遒逸，善山水、花鸟、草虫，尤工人物，与崔子忠齐名，号“南陈北崔”。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308140315jvexMg.jpg
-【明】赵宧光等《二十家诗词册》(节选)-,明,内纵 33.2 厘米 横 61.9 厘米,"赵宧光(1559 －1625年),字凡父，一字水臣，号广平，江苏太仓人。国学生，卜居苏州寒山，著书数十种，尤专精字学。善书，创“草篆”，兼能刻印。著有《说文长笺》《篆学指南》、《寒山帚谈》等七十余种。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309141123Pf4gKN.jpg
-【明末清初】徐枋《仿北苑山水轴》-,明末清初,内纵141.9 厘米、横47.9 厘米,徐枋（1622－1694 年），字昭法，号俟斋，又号秦余山人，吴县（今江苏苏州）人。崇祯十五年（1642 年）举人。重气节，由明入清，在天平山麓筑涧上草堂，不入城市。工诗文，善书画，著有《居易堂集》等。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20220217165100h1Qvcr.JPG
-【明】吴彬《仙楼飞撷图轴》-,明,内纵145.7厘米、横34.3厘米,吴彬，生卒年不详。字文中，又字文仲，自称枝庵发僧，福建莆田人。吴彬画风独特，论者认为“足敌赵孟頫，颉颃丁云鹏”，评价很高。不重摹古，自辟门径，以自己的独特生活感受，使笔底别具丘壑之胜。有《佛像图》《云峦秋色图》《文杏双禽图》等传世。,https://file.szmuseum.com/WaterMark/文章管理缩略图/202103081335225CQIRv.jpg
-【明】江必名《白雪高风图轴》-,明,内纵302厘米、横105.8厘米,江必名，生卒年不详。字德甫，安徽歙县江村人。工画，得沈周真诀，为董其昌的入室弟子。,https://file.szmuseum.com/WaterMark/文章管理缩略图/202103081345036SZ6oQ.jpg
- 【清】张崟《临顿新居第三图卷》-,清,内纵 23.9厘米 横200.5厘米,张崟（1761 － 1829年)，字宝匪，号夕庵，晚号且翁，江苏丹徒人。贡生。善画山水、花卉和佛像，尤长画松，与顾弢庵有“张松顾柳”之誉。世称“丹徒派”，著有《逃禅阁集》。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308164509mAvuR7.jpg
-【明】侯懋功《为秦山作山水扇页》-,明,内高16.7厘米、长50.5厘米,侯懋功，生卒年不详。字延赏，号夷门，吴县（今江苏苏州）人。工山水，初师钱穀，得文徵明画法，后宗王蒙、黄公望，能入元人之室。所作疏淡清雅，格韵遇异，为世所珍。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308134612XwdXl7.jpg
-【清】陈鸿寿《七言隶书联》-,清,内纵 171.4 厘米 横 32.1 厘米,"陈鸿寿（1768 - 1822年)，字子恭，号曼生，钱塘（今浙江杭州）人。嘉庆六年（1801年）拔贡，官至淮安同知。工书画、篆刻，是清代艺坛的一代大师。艺术涉猎广泛,而且造诣极高,为“西泠八家”之一。他的篆刻出入秦汉，绘画精于山水、花卉，书法则以隶书最为著名。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309150013J4ABqG.jpg
-【明】王问《草书五律金面扇页》-,明,内纵15.2 厘米 横 48 厘米,王问（1497－1576年），字子欲，学者称为仲山先生，江苏无锡人。嘉靖十七年（1538年）进士，授户部主事，擢广东按察佥事，未赴任。善诗文书画。,https://file.szmuseum.com/WaterMark/文章管理缩略图/202103091346352jP9E9.jpg
-【清】祝昌 《溪水无尽图卷》(节选）-,清,内纵 25.2 厘米横 1050.5 厘米,"祝昌，生卒年不详。字山嘲，安徽广德人（一作安徽舒城人),居新安(今安徽歙县)，又客漠上。顺治六年（1649年）进士。山水学渐江，后学元季诸家，画多逸致。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309125759tnzy9v.jpg
-【明】周臣《桃花源图轴》-,明,内纵162.1厘米、横102.3厘米,周臣，生卒年不详。字舜卿，号东村，江苏苏州人。约生于景泰年间，卒于嘉靖年间，享年八十岁左右。善画山水人物，峡深岚厚，各极意态，其法马夏之作，可与浙派戴进并驰。唐寅曾从其学画法。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308134202MtJ18y.jpg
-【清】郑燮《竹石图轴》-,清,内纵 142.5 厘米 横 38.7厘米,郑燮（1693 － 1765 年)，字克柔，号板桥，江苏兴化人。乾隆元年（1736年）进士，曾任山东范县、潍县知县，为赈灾事而罢官。晚年居扬州，卖画自给。为“扬州八怪”之一，工诗文书画，兼画花卉，尤长兰竹。书法别致，隶楷参半，自称六分半书。著有《板桥全集》。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308163243jv7B1v.jpg
-【明】唐寅《农训图轴》-,明,内纵113.4厘米、横61厘米,唐寅（1470－1523年），字伯虎，一字子畏，别号六如居士、桃花庵主，吴县（今江苏苏州）人。弘治十一年（1498年）应天府乡试第一，翌年因受科场案牵连，不入仕途。自称“江南第一风流才子”。工书画诗文。画长于山水，兼精人物，初师事沈周，上承李成、李唐以及赵孟頫、王蒙诸家，而自出新意，在明四家中声名尤著。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308094014zPwWFF.jpg
-【明】陈洪绶 《何天章行乐图卷》-,明,内纵 25.3 厘米横163.2 厘米,陈洪绶（1598 - 1652年)，字章侯，号老莲，浙江诸暨人。书法遒逸，善山水、花鸟、草虫，尤工人物，与崔子忠齐名，号“南陈北崔”。,https://file.szmuseum.com/WaterMark/文章管理缩略图/202103081404579p9G6L.jpg
-【明】申时行《行草七律金面扇面》-,明,内纵 19.4 厘米 横 57 厘米,申时行(1535 - 1614年)，字汝默，号瑶泉，吴县（今江苏苏州）人。嘉靖四十一年(1562年)进士，授修撰，以文字受知张居正。历官礼部右侍郎、吏部右侍郎、左侍郎兼东阁大学士、礼部尚书、吏部尚书、中极殿大学士等职。苏州上方山麓有其墓。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309140429j4831S.jpg
-【清】张风《读碑图扇页》-,清,内高 16.6厘米 长50.1厘米,"张风（？－ 1662年)，字大风，号升州道士，上元（今江苏南京）人，自称上元老人。精通画理,工刻印,能诗词,擅长山水、人物、花卉，亦工肖像。早年风格恬静闲适，神韵悠然。晚年笔墨瘦挺豪放。作品有《愿从赤松子游》等。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309125613Kf7CKZ.jpg
-【明】张瑞图《行草陶诗册》(节选）-,明,内纵 170.2 厘米 横 47 厘米,张瑞图（1570 － 1644年)，字长公，号二水，又号白毫庵主，晚称果亭山人，福建晋江人。万历三十五年(1607年)进士，官至大学士，善画山水，尤工书，与邢侗、米万钟、董其昌并称“明四家”。草书气魄宏大，笔势雄伟。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309141823T7gzVi.jpg
-【明末清初】傅山、傅眉《手书诗词册》(节选)-,明末清初,内纵 26.3 厘米 横 15.5 厘米,"傅山（1605 － 1684年)，字青主，号公之佗（它)。入清后，又名真山，号朱衣道人。工诗文篆刻、书法,善画山水、竹石。作品有《灵芝兰石图轴》等。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309143318sOD2Xx.jpg
-袁尚统迎春图轴（设色）-,外:纵262厘米横78厘米,内:纵121.8厘米横59.3厘米,该幅为描写人们过节的欢乐情景的岁朝年景画。岁朝图的意义在于庆祝新的一年开始，并表示一岁平安吉庆的祝愿。 袁尚统（1570—1661年后），字叔明，江苏苏州人。善画山水、人物、花鸟。山水浑厚，人物野放，喜绘民间风俗，作品有浓厚生活气息。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_150.jpg
-【明】徐渭《行草应制咏墨诗轴》-,明,内纵 352 厘米 横 102.6 厘米,徐渭（1521 － 1593年)，字文长，号天池、田水月，又号青藤道人，浙江绍兴人。工画写意花卉，纵横不拘绳墨。行草书仿米氏，写意奔放如其诗，苍劲中姿媚跃出，不论书法而书神，诚八法之散圣，字林之侠客也。有诗文全集，又著有《路史分释》、《古注参同契》十余种。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210309135215EcPlF4.jpg
-【明末清初】龚贤《山水卷》-,明末清初,内纵 35 厘米横 283.3 厘米,龚贤（1618 — 1689 年)，又名岂贤，字半千，号半宙，又号柴大人，江苏昆山人，流寓金陵。工诗文，善画山水，后世称为“金陵八家”之首。著有《画诀》、《香草堂集》,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308142012WKYykh.jpg
-【清】查士标《溪山佳处图轴》-,清,"内纵 168,5 厘米 横102厘米",查士标（1655 － 1698年)，字二瞻，号梅壑散人。工诗、书、画，善画山水，师法元代倪瓒，用笔不多，惜墨如金。书法学董其昌。作品有《水竹距斋图轴》、《执枝探新图轴)、《山水强轴》等。,https://file.szmuseum.com/WaterMark/文章管理缩略图/202103081604379cohvR.jpg
-【明末清初】程遂《为烟翁作山水轴》-,明末清初,内纵 29.3厘米 横41.2 厘米,程遂（1607 - 1692年)，字穆倩，号青溪，又号垢道人。工诗文，精篆刻，山水师法宋代巨然，用笔枯瘦，自成一派。作品有《群峰图轴》、《山水册》等。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308141426AEyYF2.jpg
-【明末清初】王原祁 《仿大痴富春大岭图轴》-,明末清初,内纵 118.4 厘米 横55.8厘米,"王原祁（1642－1715年)，字茂京，号麓台，又号石师道人，江苏太仓人。王时敏之孙。康熙九年（1670年）进士，奉内廷，官至户部侍郎，人称王司农。登第后,专心学画。善画山水,宗法黄公望!用笔沉着，功力浑厚。亦工诗文，精鉴古今名回。与王时敏并称为“娄东派”，为清初六大家之一。著有《雨窗漫笔》《扫花庵晒跋》。",https://file.szmuseum.com/WaterMark/文章管理缩略图/20210308160322fNi34w.jpg
